,valor,bairro,zona,categoria,area,qtde_quartos,qtde_vagas,qtde_banheiros
3336,85000.0,Alvorada,Centro-Oeste,Casas,54.0,2.0,1.0,1.0
3337,620388.0,Parque 10 de Novembro,Centro-Sul,Casas,80.0,3.0,2.0,4.0
3339,470000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,70.0,2.0,1.0,2.0
3340,280000.0,Alvorada,Centro-Oeste,Casas,80.0,2.0,2.0,1.0
3341,900000.0,Planalto,Centro-Oeste,Casas,450.0,4.0,5.0,4.0
3342,912720.0,Dom Pedro I,Centro-Oeste,Apartamentos,133.0,4.0,2.0,5.0
3343,850000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,120.0,3.0,2.0,4.0
3344,330000.0,Santo Agostinho,Oeste,Apartamentos,67.0,2.0,1.0,2.0
3345,250000.0,Lírio do Vale,Oeste,Apartamentos,42.0,2.0,1.0,1.0
3346,335000.0,Ponta Negra,Oeste,Apartamentos,68.0,2.0,1.0,2.0
3348,280000.0,Compensa,Oeste,Casas,200.0,3.0,3.0,2.0
3349,850000.0,Flores,Centro-Sul,Apartamentos,150.0,3.0,3.0,4.0
3351,1190000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,300.0,4.0,4.0,5.0
3352,298000.0,Parque 10 de Novembro,Centro-Sul,Casas,80.0,2.0,2.0,2.0
3354,370000.0,Ponta Negra,Oeste,Apartamentos,82.0,3.0,1.0,1.0
3355,50000.0,Novo Aleixo,Norte,Apartamentos,40.0,2.0,1.0,1.0
3356,700065.0,Ponta Negra,Oeste,Casas,170.0,3.0,2.0,4.0
3357,1500000.0,Tarumã-Açu,Oeste,Casas,2100.0,5.0,5.0,5.0
3358,400000.0,Flores,Centro-Sul,Apartamentos,59.0,2.0,1.0,2.0
3360,950000.0,Adrianópolis,Centro-Sul,Apartamentos,140.0,4.0,3.0,3.0
3361,1000000.0,Ponta Negra,Oeste,Casas,153.0,3.0,2.0,3.0
3362,420000.0,Tarumã,Oeste,Casas,225.0,3.0,2.0,2.0
3363,187000.0,Flores,Centro-Sul,Casas,195.0,2.0,2.0,2.0
3364,1991000.0,Ponta Negra,Oeste,Casas,304.0,4.0,4.0,5.0
3365,450000.0,Nossa Senhora das Graças,Centro-Sul,Apartamentos,96.0,3.0,1.0,1.0
3366,988003.0,Ponta Negra,Oeste,Apartamentos,146.0,3.0,2.0,3.0
3367,3800000.0,Parque 10 de Novembro,Centro-Sul,Casas,630.0,5.0,4.0,5.0
3368,485000.0,Dom Pedro I,Centro-Oeste,Apartamentos,71.0,2.0,1.0,2.0
3369,900000.0,Ponta Negra,Oeste,Casas,240.0,3.0,3.0,4.0
3370,600000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,89.0,3.0,2.0,2.0
3372,360000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,55.0,3.0,5.0,2.0
3374,135000.0,Chapada,Centro-Sul,Apartamentos,34.0,1.0,1.0,1.0
3375,175000.0,Petrópolis,Sul,Apartamentos,75.0,2.0,1.0,2.0
3376,1100000.0,Ponta Negra,Oeste,Casas,150.0,3.0,4.0,4.0
3377,210000.0,Flores,Centro-Sul,Casas,60.0,2.0,1.0,2.0
3378,580000.0,Nossa Senhora das Graças,Centro-Sul,Apartamentos,161.0,4.0,2.0,3.0
3379,130000.0,Cidade Nova,Norte,Casas,45.0,2.0,2.0,1.0
3380,290000.0,Centro,Sul,Casas,117.0,3.0,0.0,2.0
3381,235000.0,Novo Aleixo,Norte,Casas,64.0,2.0,1.0,2.0
3382,1990000.0,Ponta Negra,Oeste,Casas,500.0,4.0,3.0,5.0
3383,3800000.0,Ponta Negra,Oeste,Casas,630.0,4.0,4.0,5.0
3385,2600000.0,Ponta Negra,Oeste,Casas,420.0,5.0,4.0,5.0
3386,720050.0,Dom Pedro I,Centro-Oeste,Apartamentos,113.0,3.0,1.0,2.0
3388,2750000.0,Puraquequara,Leste,Apartamentos,1500.0,5.0,5.0,5.0
3390,250000.0,Cidade Nova,Norte,Casas,100.0,2.0,4.0,3.0
3391,245000.0,Ponta Negra,Oeste,Apartamentos,49.0,2.0,1.0,2.0
3392,460000.0,Chapada,Centro-Sul,Apartamentos,117.0,3.0,1.0,3.0
3393,65000.0,Tarumã,Oeste,Casas,132.0,2.0,2.0,2.0
3394,1580000.0,Ponta Negra,Oeste,Casas,370.0,4.0,4.0,5.0
3396,260000.0,Ponta Negra,Oeste,Apartamentos,49.0,2.0,1.0,2.0
3397,600000.0,Nossa Senhora das Graças,Centro-Sul,Apartamentos,60.0,2.0,2.0,1.0
3398,1200000.0,Ponta Negra,Oeste,Casas,180.0,3.0,4.0,4.0
3399,75000.0,Novo Aleixo,Norte,Casas,60.0,2.0,1.0,2.0
3402,450000.0,São Raimundo,Oeste,Casas,200.0,4.0,3.0,4.0
3403,250000.0,São Jorge,Oeste,Casas,336.0,4.0,1.0,2.0
3404,1250000.0,Aleixo,Centro-Sul,Apartamentos,155.0,3.0,3.0,4.0
3406,3700000.0,Ponta Negra,Oeste,Casas,400.0,4.0,4.0,5.0
3407,155000.0,Japiim,Sul,Apartamentos,34.0,1.0,1.0,1.0
3408,175000.0,Cidade Nova,Norte,Casas,128.0,2.0,2.0,2.0
3409,1300000.0,Flores,Centro-Sul,Casas,200.0,3.0,4.0,4.0
3410,1813000.0,Adrianópolis,Centro-Sul,Apartamentos,205.0,3.0,3.0,3.0
3412,890000.0,Ponta Negra,Oeste,Casas,240.0,3.0,4.0,5.0
3414,1430000.0,Ponta Negra,Oeste,Apartamentos,153.0,3.0,3.0,4.0
3415,800000.0,Tarumã,Oeste,Casas,300.0,1.0,2.0,4.0
3416,429590.0,Flores,Centro-Sul,Casas,204.0,3.0,2.0,3.0
3417,375000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,66.0,2.0,1.0,2.0
3418,162395.0,Colônia Terra Nova,Norte,Apartamentos,41.0,2.0,1.0,1.0
3419,165000.0,Cidade Nova,Norte,Casas,50.0,2.0,2.0,1.0
3421,300000.0,Alvorada,Centro-Oeste,Casas,300.0,3.0,4.0,2.0
3422,480000.0,Compensa,Oeste,Casas,195.0,5.0,2.0,4.0
3423,1300026.0,Flores,Centro-Sul,Casas,290.0,3.0,5.0,4.0
3424,2500000.0,Flores,Centro-Sul,Casas,335.0,3.0,2.0,1.0
3425,190000.0,Flores,Centro-Sul,Apartamentos,50.0,1.0,1.0,1.0
3428,400000.0,Novo Aleixo,Norte,Casas,101.0,3.0,3.0,1.0
3429,1300000.0,Colônia Terra Nova,Norte,Casas,450.0,3.0,4.0,5.0
3430,270760.0,Flores,Centro-Sul,Casas,70.0,2.0,2.0,2.0
3431,2300000.0,Ponta Negra,Oeste,Casas,314.0,5.0,5.0,5.0
3433,250000.0,Colônia Santo Antônio,Norte,Apartamentos,69.0,3.0,1.0,1.0
3434,400000.0,Ponta Negra,Oeste,Casas,246.0,4.0,2.0,4.0
3435,243000.0,Ponta Negra,Oeste,Apartamentos,48.0,2.0,1.0,1.0
3436,1500000.0,Ponta Negra,Oeste,Apartamentos,169.0,3.0,3.0,4.0
3437,120000.0,Colônia Terra Nova,Norte,Casas,128.0,3.0,2.0,1.0
3438,380000.0,Dom Pedro I,Centro-Oeste,Casas,90.0,3.0,2.0,2.0
3439,45000.0,Flores,Centro-Sul,Casas,200.0,0.0,0.0,0.0
3440,700000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,131.0,3.0,2.0,4.0
3441,320000.0,Nossa Senhora das Graças,Centro-Sul,Apartamentos,47.0,1.0,1.0,1.0
3442,2300000.0,Ponta Negra,Oeste,Casas,395.0,4.0,5.0,5.0
3443,350000.0,Flores,Centro-Sul,Apartamentos,80.0,3.0,1.0,2.0
3444,1500133.0,Ponta Negra,Oeste,Casas,170.0,3.0,2.0,4.0
3445,300000.0,São José Operário,Leste,Apartamentos,69.0,3.0,1.0,2.0
3446,159000.0,Tarumã-Açu,Oeste,Apartamentos,45.0,2.0,1.0,1.0
3447,2800000.0,Ponta Negra,Oeste,Casas,500.0,5.0,5.0,2.0
3448,485000.0,Planalto,Centro-Oeste,Casas,300.0,3.0,4.0,3.0
3449,2900000.0,Ponta Negra,Oeste,Casas,450.0,5.0,5.0,2.0
3450,150000.0,Cidade Nova,Norte,Casas,60.0,4.0,2.0,4.0
3451,145000.0,Cidade Nova,Norte,Casas,69.0,2.0,1.0,1.0
3452,180000.0,Da Paz,Centro-Oeste,Casas,53.0,2.0,2.0,2.0
3453,1290000.0,Nossa Senhora das Graças,Centro-Sul,Apartamentos,190.0,3.0,3.0,4.0
3454,890000.0,Praça 14 de Janeiro,Sul,Apartamentos,360.0,4.0,3.0,5.0
3455,350000.0,Ponta Negra,Oeste,Apartamentos,62.0,3.0,1.0,1.0
3456,5500000.0,Aleixo,Centro-Sul,Casas,700.0,4.0,4.0,5.0
3457,900000.0,Adrianópolis,Centro-Sul,Apartamentos,168.0,3.0,3.0,4.0
3458,265132.0,Flores,Centro-Sul,Casas,90.0,3.0,2.0,2.0
3459,495000.0,Dom Pedro I,Centro-Oeste,Apartamentos,85.0,3.0,2.0,3.0
3460,732480.0,Parque 10 de Novembro,Centro-Sul,Casas,181.0,4.0,5.0,4.0
3461,220000.0,Flores,Centro-Sul,Casas,180.0,4.0,2.0,5.0
3462,1100000.0,Ponta Negra,Oeste,Apartamentos,147.0,4.0,2.0,5.0
3464,900000.0,Ponta Negra,Oeste,Casas,170.0,3.0,4.0,4.0
3466,220000.0,Ponta Negra,Oeste,Apartamentos,90.0,3.0,2.0,2.0
3467,265134.0,Flores,Centro-Sul,Casas,90.0,3.0,2.0,2.0
3468,2200000.0,Aleixo,Centro-Sul,Casas,525.0,4.0,4.0,4.0
3469,460000.0,Tarumã,Oeste,Casas,74.0,3.0,2.0,2.0
3470,420000.0,Flores,Centro-Sul,Apartamentos,68.0,3.0,2.0,2.0
3473,240000.0,Aleixo,Centro-Sul,Apartamentos,44.0,2.0,1.0,2.0
3474,6500000.0,Aleixo,Centro-Sul,Casas,600.0,5.0,4.0,5.0
3475,250131.0,Flores,Centro-Sul,Casas,70.0,2.0,2.0,2.0
3476,65000.0,Tarumã,Oeste,Apartamentos,42.0,2.0,1.0,1.0
3477,185000.0,Santo Antônio,Oeste,Apartamentos,75.0,2.0,1.0,1.0
3479,380000.0,Tarumã-Açu,Oeste,Casas,69.0,3.0,2.0,1.0
3480,399000.0,Cidade Nova,Norte,Casas,450.0,5.0,2.0,5.0
3483,890000.0,Ponta Negra,Oeste,Casas,330.0,3.0,5.0,4.0
3484,300000.0,Planalto,Centro-Oeste,Casas,250.0,3.0,2.0,1.0
3485,244001.0,Lírio do Vale,Oeste,Casas,81.0,3.0,2.0,1.0
3486,450000.0,Planalto,Centro-Oeste,Casas,300.0,3.0,3.0,3.0
3487,614900.0,Parque 10 de Novembro,Centro-Sul,Casas,250.0,5.0,5.0,5.0
3488,260000.0,Cidade Nova,Norte,Casas,140.0,3.0,1.0,2.0
3489,245000.0,Parque 10 de Novembro,Centro-Sul,Casas,350.0,3.0,3.0,2.0
3490,220000.0,Flores,Centro-Sul,Apartamentos,60.0,2.0,1.0,1.0
3491,1150000.0,Aleixo,Centro-Sul,Casas,275.0,4.0,4.0,5.0
3492,968000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,444.0,5.0,4.0,5.0
3493,350000.0,Flores,Centro-Sul,Apartamentos,74.0,3.0,1.0,2.0
3494,60000.0,São José Operário,Leste,Casas,36.0,1.0,1.0,1.0
3495,450000.0,Dom Pedro I,Centro-Oeste,Casas,149.0,3.0,2.0,4.0
3496,370000.0,Ponta Negra,Oeste,Apartamentos,89.0,3.0,1.0,3.0
3499,2000037.0,Ponta Negra,Oeste,Casas,600.0,4.0,5.0,5.0
3500,78000.0,Flores,Centro-Sul,Apartamentos,45.0,2.0,1.0,2.0
3502,300011.0,Nova Esperança,Oeste,Apartamentos,56.0,3.0,1.0,2.0
3503,385000.0,Novo Aleixo,Norte,Casas,100.0,3.0,2.0,2.0
3504,248000.0,Planalto,Centro-Oeste,Apartamentos,52.0,2.0,1.0,2.0
3505,700000.0,Ponta Negra,Oeste,Casas,140.0,3.0,4.0,3.0
3506,698000.0,Ponta Negra,Oeste,Casas,150.0,3.0,4.0,3.0
3507,500000.0,Parque 10 de Novembro,Centro-Sul,Casas,150.0,3.0,3.0,3.0
3508,1290000.0,Ponta Negra,Oeste,Casas,270.0,3.0,4.0,3.0
3509,700000.0,Colônia Terra Nova,Norte,Casas,170.0,3.0,4.0,1.0
3510,350000.0,Tarumã,Oeste,Apartamentos,88.0,3.0,1.0,2.0
3511,465000.0,Ponta Negra,Oeste,Apartamentos,88.0,3.0,2.0,2.0
3513,530000.0,Dom Pedro I,Centro-Oeste,Apartamentos,84.0,3.0,3.0,3.0
3514,1600000.0,Ponta Negra,Oeste,Casas,270.0,3.0,4.0,5.0
3515,490000.0,Flores,Centro-Sul,Casas,700.0,5.0,5.0,5.0
3516,1300000.0,Aleixo,Centro-Sul,Apartamentos,134.0,3.0,2.0,4.0
3517,770000.0,Presidente Vargas,Sul,Casas,634.0,5.0,5.0,3.0
3518,180131.0,Novo Aleixo,Norte,Casas,70.0,2.0,2.0,2.0
3519,450000.0,Praça 14 de Janeiro,Sul,Casas,235.0,3.0,1.0,1.0
3520,320000.0,Flores,Centro-Sul,Apartamentos,69.0,2.0,1.0,1.0
3521,489900.0,São José Operário,Leste,Casas,250.0,4.0,3.0,3.0
3522,360097.0,Aleixo,Centro-Sul,Casas,90.0,3.0,2.0,2.0
3524,1200000.0,Ponta Negra,Oeste,Casas,330.0,3.0,5.0,1.0
3525,350000.0,Planalto,Centro-Oeste,Casas,450.0,3.0,3.0,2.0
3526,8000000.0,Adrianópolis,Centro-Sul,Apartamentos,530.0,5.0,4.0,5.0
3527,570000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,88.0,3.0,1.0,2.0
3528,327000.0,Chapada,Centro-Sul,Apartamentos,74.0,3.0,1.0,3.0
3530,320091.0,Planalto,Centro-Oeste,Casas,444.0,4.0,3.0,2.0
3531,240000.0,Colônia Terra Nova,Norte,Apartamentos,73.0,3.0,1.0,2.0
3532,450000.0,Dom Pedro I,Centro-Oeste,Apartamentos,84.0,3.0,2.0,3.0
3534,380005.0,Flores,Centro-Sul,Apartamentos,74.0,3.0,2.0,2.0
3535,1464000.0,Adrianópolis,Centro-Sul,Apartamentos,142.0,3.0,2.0,5.0
3536,250000.0,Vila da Prata,Oeste,Casas,250.0,5.0,2.0,2.0
3537,390000.0,Cidade Nova,Norte,Casas,150.0,3.0,2.0,1.0
3540,600000.0,Gilberto Mestrinho,Leste,Casas,600.0,3.0,5.0,3.0
3541,157800.0,Tarumã,Oeste,Apartamentos,41.0,2.0,1.0,1.0
3542,900000.0,Ponta Negra,Oeste,Casas,170.0,3.0,4.0,1.0
3543,1000000.0,São Raimundo,Oeste,Casas,1200.0,4.0,2.0,4.0
3544,590000.0,Ponta Negra,Oeste,Apartamentos,69.0,2.0,1.0,1.0
3548,280000.0,Colônia Terra Nova,Norte,Casas,285.0,5.0,5.0,4.0
3549,600000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,81.0,3.0,2.0,2.0
3550,3000000.0,Ponta Negra,Oeste,Casas,400.0,5.0,4.0,5.0
3551,800000.0,Ponta Negra,Oeste,Casas,250.0,3.0,4.0,4.0
3552,560000.0,Colônia Santo Antônio,Norte,Apartamentos,141.0,3.0,2.0,2.0
3553,850000.0,Adrianópolis,Centro-Sul,Casas,200.0,4.0,0.0,4.0
3554,490000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,79.0,3.0,2.0,2.0
3555,265000.0,Novo Aleixo,Norte,Apartamentos,46.0,2.0,2.0,1.0
3556,339000.0,Chapada,Centro-Sul,Apartamentos,88.0,3.0,1.0,1.0
3557,2200000.0,Ponta Negra,Oeste,Apartamentos,169.0,4.0,3.0,5.0
3558,95000.0,Cidade Nova,Norte,Casas,57.0,3.0,2.0,1.0
3559,980000.0,Tarumã-Açu,Oeste,Casas,275.0,3.0,3.0,4.0
3560,847000.0,São Jorge,Oeste,Apartamentos,133.0,3.0,2.0,3.0
3562,1400000.0,Ponta Negra,Oeste,Casas,380.0,4.0,4.0,4.0
3564,2300000.0,Ponta Negra,Oeste,Casas,370.0,5.0,5.0,5.0
3565,850000.0,Tarumã,Oeste,Casas,300.0,3.0,2.0,3.0
3566,390000.0,Flores,Centro-Sul,Casas,104.0,2.0,1.0,2.0
3567,2200000.0,Aleixo,Centro-Sul,Casas,1050.0,5.0,2.0,5.0
3568,950000.0,Nossa Senhora das Graças,Centro-Sul,Apartamentos,280.0,4.0,2.0,4.0
3570,550000.0,Petrópolis,Sul,Apartamentos,600.0,5.0,0.0,5.0
3572,380000.0,Novo Aleixo,Norte,Casas,137.0,3.0,1.0,2.0
3573,400000.0,Flores,Centro-Sul,Casas,999.0,3.0,2.0,2.0
3574,260000.0,Petrópolis,Sul,Apartamentos,72.0,2.0,1.0,2.0
3576,1500000.0,Centro,Sul,Casas,387.0,4.0,5.0,4.0
3577,65000.0,Centro,Sul,Casas,30.0,3.0,1.0,1.0
3581,1400000.0,Ponta Negra,Oeste,Casas,370.0,3.0,4.0,4.0
3582,2000000.0,Aleixo,Centro-Sul,Casas,690.0,4.0,4.0,5.0
3583,45000.0,Colônia Terra Nova,Norte,Apartamentos,49.0,2.0,1.0,2.0
3584,275000.0,Colônia Santo Antônio,Norte,Apartamentos,76.0,3.0,1.0,2.0
3585,900000.0,Presidente Vargas,Sul,Apartamentos,180.0,3.0,2.0,3.0
3586,310000.0,Ponta Negra,Oeste,Apartamentos,58.0,2.0,1.0,1.0
3587,150000.0,Novo Aleixo,Norte,Casas,250.0,3.0,3.0,3.0
3588,165000.0,Colônia Terra Nova,Norte,Apartamentos,41.0,2.0,1.0,1.0
3589,180000.0,Dom Pedro I,Centro-Oeste,Casas,300.0,3.0,3.0,3.0
3590,175000.0,Planalto,Centro-Oeste,Apartamentos,42.0,2.0,1.0,1.0
3591,580000.0,Colônia Terra Nova,Norte,Casas,160.0,3.0,4.0,1.0
3592,350000.0,Dom Pedro I,Centro-Oeste,Apartamentos,89.0,2.0,1.0,2.0
3593,950000.0,Aleixo,Centro-Sul,Apartamentos,200.0,3.0,2.0,4.0
3594,530000.0,Novo Aleixo,Norte,Casas,110.0,3.0,2.0,4.0
3595,160000.0,Santa Etelvina,Norte,Apartamentos,41.0,2.0,1.0,1.0
3597,370000.0,Ponta Negra,Oeste,Apartamentos,79.0,3.0,1.0,2.0
3598,900000.0,Ponta Negra,Oeste,Casas,170.0,3.0,4.0,4.0
3600,1500000.0,Nossa Senhora das Graças,Centro-Sul,Casas,210.0,4.0,3.0,3.0
3601,250000.0,Novo Aleixo,Norte,Apartamentos,46.0,2.0,1.0,2.0
3603,750005.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,109.0,3.0,2.0,2.0
3606,390000.0,Flores,Centro-Sul,Apartamentos,80.0,3.0,3.0,2.0
3607,1600000.0,Ponta Negra,Oeste,Casas,250.0,4.0,4.0,5.0
3608,650000.0,Centro,Sul,Casas,250.0,3.0,5.0,4.0
3609,1390000.0,Centro,Sul,Casas,825.0,5.0,5.0,4.0
3610,450000.0,Nossa Senhora das Graças,Centro-Sul,Apartamentos,62.0,1.0,2.0,1.0
3612,490000.0,Santo Agostinho,Oeste,Casas,350.0,4.0,2.0,3.0
3614,145000.0,Tarumã-Açu,Oeste,Apartamentos,42.0,2.0,1.0,1.0
3615,1250000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,140.0,3.0,2.0,4.0
3616,1150000.0,Adrianópolis,Centro-Sul,Apartamentos,106.0,3.0,2.0,3.0
3617,250011.0,Flores,Centro-Sul,Casas,90.0,3.0,2.0,2.0
3618,90000.0,Nova Cidade,Norte,Casas,128.0,3.0,1.0,3.0
3619,1990000.0,Ponta Negra,Oeste,Apartamentos,179.0,3.0,4.0,4.0
3621,265111.0,Cidade Nova,Norte,Casas,75.0,3.0,2.0,2.0
3623,665000.0,Flores,Centro-Sul,Casas,250.0,3.0,3.0,4.0
3624,45000.0,Nova Cidade,Norte,Casas,90.0,3.0,2.0,2.0
3625,170000.0,Nova Esperança,Oeste,Casas,120.0,3.0,2.0,2.0
3626,180000.0,Novo Aleixo,Norte,Casas,200.0,3.0,1.0,2.0
3627,690000.0,Flores,Centro-Sul,Casas,158.0,3.0,3.0,4.0
3628,650000.0,Dom Pedro I,Centro-Oeste,Casas,150.0,4.0,4.0,2.0
3629,350000.0,Tarumã-Açu,Oeste,Casas,250.0,2.0,5.0,2.0
3630,160128.0,Flores,Centro-Sul,Casas,70.0,2.0,2.0,2.0
3631,248007.0,Planalto,Centro-Oeste,Apartamentos,52.0,2.0,1.0,2.0
3632,228000.0,Da Paz,Centro-Oeste,Apartamentos,42.0,2.0,1.0,2.0
3634,160000.0,Flores,Centro-Sul,Casas,190.0,2.0,1.0,1.0
3635,180000.0,Tarumã,Oeste,Apartamentos,43.0,2.0,1.0,1.0
3636,3900000.0,Aleixo,Centro-Sul,Casas,800.0,4.0,2.0,5.0
3637,1250000.0,Dom Pedro I,Centro-Oeste,Casas,380.0,5.0,3.0,3.0
3638,340000.0,Chapada,Centro-Sul,Apartamentos,60.0,2.0,1.0,2.0
3639,1250000.0,Parque 10 de Novembro,Centro-Sul,Casas,318.0,4.0,5.0,5.0
3641,220998.0,Lírio do Vale,Oeste,Casas,190.0,2.0,2.0,1.0
3642,265004.0,Flores,Centro-Sul,Casas,85.0,3.0,2.0,2.0
3643,170000.0,Nova Esperança,Oeste,Casas,130.0,3.0,2.0,2.0
3644,290000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,90.0,3.0,1.0,2.0
3645,260000.0,Alvorada,Centro-Oeste,Casas,120.0,3.0,2.0,2.0
3647,850000.0,Colônia Terra Nova,Norte,Casas,600.0,5.0,5.0,4.0
3648,400000.0,Novo Aleixo,Norte,Casas,200.0,4.0,2.0,2.0
3649,320000.0,Dom Pedro I,Centro-Oeste,Casas,300.0,4.0,2.0,2.0
3650,345000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,69.0,2.0,1.0,1.0
3652,1200000.0,Dom Pedro I,Centro-Oeste,Casas,300.0,3.0,0.0,3.0
3653,300010.0,Nova Esperança,Oeste,Apartamentos,56.0,3.0,1.0,2.0
3654,310000.0,Redenção,Centro-Oeste,Casas,250.0,2.0,4.0,1.0
3655,150000.0,Santa Etelvina,Norte,Apartamentos,43.0,2.0,1.0,1.0
3656,739900.0,São Jorge,Oeste,Apartamentos,113.0,3.0,2.0,3.0
3658,500000.0,Parque 10 de Novembro,Centro-Sul,Casas,180.0,3.0,3.0,3.0
3662,480000.0,Flores,Centro-Sul,Apartamentos,79.0,3.0,2.0,2.0
3663,265000.0,Tarumã,Oeste,Casas,56.0,3.0,2.0,2.0
3664,390000.0,Parque 10 de Novembro,Centro-Sul,Casas,150.0,2.0,2.0,2.0
3665,490000.0,Santo Agostinho,Oeste,Apartamentos,185.0,3.0,3.0,2.0
3668,125000.0,Lírio do Vale,Oeste,Apartamentos,79.0,2.0,0.0,1.0
3669,166500.0,Lago Azul,Norte,Apartamentos,41.0,2.0,1.0,1.0
3670,330000.0,Flores,Centro-Sul,Casas,300.0,4.0,1.0,4.0
3671,900000.0,Ponta Negra,Oeste,Casas,275.0,3.0,3.0,4.0
3672,780000.0,Ponta Negra,Oeste,Casas,200.0,3.0,3.0,3.0
3673,590000.0,Ponta Negra,Oeste,Casas,150.0,3.0,2.0,2.0
3674,655000.0,Aleixo,Centro-Sul,Apartamentos,96.0,3.0,2.0,3.0
3676,600003.0,Dom Pedro I,Centro-Oeste,Casas,550.0,5.0,4.0,4.0
3677,2365000.0,Santo Antônio,Oeste,Apartamentos,215.0,4.0,5.0,5.0
3678,250000.0,Flores,Centro-Sul,Casas,90.0,3.0,2.0,1.0
3679,700000.0,Tarumã,Oeste,Casas,200.0,3.0,3.0,4.0
3680,60000.0,Lago Azul,Norte,Apartamentos,42.0,2.0,1.0,1.0
3681,320000.0,Colônia Santo Antônio,Norte,Casas,88.0,3.0,2.0,3.0
3682,229997.0,Alvorada,Centro-Oeste,Apartamentos,60.0,2.0,1.0,1.0
3683,160900.0,Ponta Negra,Oeste,Apartamentos,41.0,2.0,1.0,1.0
3684,790000.0,Parque 10 de Novembro,Centro-Sul,Casas,275.0,3.0,5.0,4.0
3686,225000.0,Novo Aleixo,Norte,Casas,130.0,3.0,3.0,1.0
3687,370000.0,Parque 10 de Novembro,Centro-Sul,Casas,100.0,3.0,3.0,2.0
3688,45000.0,Lago Azul,Norte,Apartamentos,44.0,2.0,1.0,1.0
3689,430000.0,Dom Pedro I,Centro-Oeste,Apartamentos,85.0,3.0,2.0,3.0
3690,1500000.0,Ponta Negra,Oeste,Casas,380.0,4.0,4.0,2.0
3692,370000.0,Parque 10 de Novembro,Centro-Sul,Casas,80.0,2.0,2.0,2.0
3693,400000.0,Petrópolis,Sul,Casas,290.0,3.0,3.0,2.0
3694,800000.0,Ponta Negra,Oeste,Casas,140.0,3.0,4.0,3.0
3695,180000.0,Compensa,Oeste,Apartamentos,65.0,2.0,1.0,1.0
3696,360000.0,Flores,Centro-Sul,Apartamentos,70.0,3.0,2.0,2.0
3697,320000.0,Parque 10 de Novembro,Centro-Sul,Casas,80.0,3.0,2.0,2.0
3698,900000.0,Aleixo,Centro-Sul,Apartamentos,155.0,3.0,2.0,5.0
3699,298540.0,Parque 10 de Novembro,Centro-Sul,Casas,80.0,2.0,2.0,2.0
3700,150000.0,Lago Azul,Norte,Apartamentos,45.0,2.0,1.0,1.0
3701,330000.0,Alvorada,Centro-Oeste,Casas,360.0,3.0,1.0,2.0
3703,1290000.0,Ponta Negra,Oeste,Casas,450.0,3.0,4.0,3.0
3705,570000.0,Coroado,Leste,Casas,300.0,4.0,3.0,4.0
3706,2900000.0,Ponta Negra,Oeste,Casas,640.0,5.0,4.0,5.0
3707,900000.0,Adrianópolis,Centro-Sul,Apartamentos,131.0,3.0,2.0,4.0
3708,1700000.0,Ponta Negra,Oeste,Casas,250.0,4.0,4.0,5.0
3709,800000.0,Ponta Negra,Oeste,Apartamentos,132.0,3.0,2.0,5.0
3710,1500000.0,Adrianópolis,Centro-Sul,Apartamentos,240.0,4.0,2.0,5.0
3711,330000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,60.0,2.0,1.0,1.0
3712,850000.0,Tarumã,Oeste,Casas,350.0,3.0,0.0,5.0
3713,1600000.0,Ponta Negra,Oeste,Apartamentos,280.0,4.0,3.0,1.0
3714,699000.0,Flores,Centro-Sul,Apartamentos,140.0,3.0,3.0,5.0
3715,600000.0,Parque 10 de Novembro,Centro-Sul,Casas,276.0,5.0,3.0,2.0
3717,590000.0,Colônia Terra Nova,Norte,Casas,200.0,3.0,4.0,3.0
3718,1550000.0,Ponta Negra,Oeste,Casas,246.0,4.0,4.0,5.0
3719,990000.0,Tarumã,Oeste,Casas,162.0,3.0,2.0,4.0
3720,790000.0,Flores,Centro-Sul,Casas,132.0,3.0,2.0,2.0
3721,220000.0,Novo Aleixo,Norte,Casas,88.0,2.0,4.0,1.0
3722,1650000.0,Ponta Negra,Oeste,Casas,280.0,4.0,4.0,5.0
3723,370000.0,Parque 10 de Novembro,Centro-Sul,Casas,80.0,3.0,3.0,2.0
3725,250000.0,Flores,Centro-Sul,Casas,80.0,3.0,2.0,2.0
3726,640000.0,Colônia Terra Nova,Norte,Casas,1571.0,4.0,5.0,5.0
3728,314495.0,Planalto,Centro-Oeste,Apartamentos,55.0,2.0,1.0,2.0
3730,5500000.0,Ponta Negra,Oeste,Casas,700.0,4.0,5.0,5.0
