valor,cep,cidade,bairro,zona,logradouro,categoria,area,qtde_quartos,qtde_vagas,qtde_banheiros
750000,69020030,Manaus,Centro,Sul,Avenida Joaquim Nabuco - de 785/786 a 1509/1510,Apartamentos,90,3,2,2
470000,69055705,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Professor Samuel Benchimol,Apartamentos,67,2,1,2
400000,69023250,Manaus,Tarumã-Açu,Oeste,Avenida Saíra Amarela,Casas,73,3,2,2
265777,69090000,Manaus,Cidade Nova,Norte,Avenida Noel Nutels - até 849/850,Casas,79,3,2,2
1800000,69037057,Manaus,Ponta Negra,Oeste,Alameda Alaska,Apartamentos,185,4,3,5
165000,69041025,Manaus,Tarumã,Oeste,Avenida Torquato Tapajós,Apartamentos,53,3,1,1
4500000,69037005,Manaus,Ponta Negra,Oeste,Avenida do Turismo,Casas,497,5,5,5
650000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,85,3,2,3
2600000,69040045,Manaus,Dom Pedro I,Centro-Oeste,Avenida Doutor Theomário Pinto da Costa,Casas,415,3,4,5
130000,69044590,Manaus,Planalto,Centro-Oeste,Rua Fulvio Pennanchi,Casas,null,3,2,2
1550000,null,null,null,null,null,Casas,265,4,4,5
122000,69041360,Manaus,Tarumã,Oeste,Travessa Canoa Quebrada,Apartamentos,42,2,2,1
600000,69053120,Manaus,Nossa Senhora das Graças,Centro-Sul,Avenida Rio Guamá,Apartamentos,161,4,2,5
2250001,69037090,Manaus,Ponta Negra,Oeste,Alameda Antônio Gomide,Casas,330,4,4,5
6500000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,800,4,5,5
1600000,69028075,Manaus,Flores,Centro-Sul,Rua Macuxi,Casas,200,5,5,5
640000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,350,3,2,3
499000,69090000,Manaus,Cidade Nova,Norte,Avenida Noel Nutels - até 849/850,Apartamentos,131,3,2,2
525000,69050290,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Virgílio Freire,Apartamentos,110,3,2,3
700000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,140,3,4,5
3900000,69060020,Manaus,Aleixo,Centro-Sul,Avenida Ephigênio Salles,Apartamentos,800,4,2,5
220000,69015263,Manaus,Colônia Terra Nova,Norte,Rua Ingarana,Casas,250,2,2,2
462531,69058030,Manaus,Flores,Centro-Sul,Avenida Professor Nilton Lins,Apartamentos,85,3,2,3
230000,69037090,Manaus,Ponta Negra,Oeste,Alameda Antônio Gomide,Casas,297,3,2,2
600000,69053000,Manaus,Nossa Senhora das Graças,Centro-Sul,Avenida Djalma Batista - até 1596 - lado par,Apartamentos,70,2,1,1
1500000,69037155,Manaus,Ponta Negra,Oeste,Rua Mediterrâneo,Casas,298,4,4,4
430056,69097000,Manaus,Cidade Nova,Norte,Rua Padre João Ribeiro,Casas,90,3,2,2
160000,69092410,Manaus,Nova Cidade,Norte,Rua Monte Albert,Casas,130,2,5,3
350000,69048010,Manaus,Da Paz,Centro-Oeste,Avenida Torquato Tapajós,Apartamentos,80,3,1,2
450000,69037147,Manaus,Ponta Negra,Oeste,Bosque das Palmas,Casas,120,3,2,3
135000,69018150,Manaus,Lago Azul,Norte,Avenida Comendador José Cruz,Apartamentos,44,2,1,1
160000,69093415,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Apartamentos,41,2,1,1
350000,69054595,Manaus,Parque 10 de Novembro,Centro-Sul,Rua José Bonaparte,Apartamentos,90,3,1,2
990000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,180,3,4,4
225000,69049072,Manaus,Da Paz,Centro-Oeste,Rua Jorge Luiz Milani,Apartamentos,42,2,1,1
460000,69055705,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Professor Samuel Benchimol,Apartamentos,82,2,2,2
1200000,69057001,Manaus,Adrianópolis,Centro-Sul,Avenida Mário Ypiranga - de 438/439 a 1085/1086,Apartamentos,140,3,2,3
400000,69054500,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Dom Sebastião,Casas,350,3,3,3
1350000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,652,4,5,5
450000,69054672,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Misushiro,Apartamentos,115,3,2,2
440000,69028391,Manaus,Flores,Centro-Sul,Rua Jurupary,Casas,169,3,4,4
849999,69093900,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Casas,175,3,4,5
650000,69058090,Manaus,Flores,Centro-Sul,Rua Visconde de Porto Seguro - até 99999 - lado ímpar,Apartamentos,127,3,2,3
1300000,69037061,Manaus,Ponta Negra,Oeste,Alameda Zaire,Apartamentos,153,3,2,5
1500000,69037155,Manaus,Ponta Negra,Oeste,Rua Mediterrâneo,Casas,190,3,4,2
2900000,69057002,Manaus,Adrianópolis,Centro-Sul,Avenida Mário Ypiranga - de 1087/1088 a 2275/2276,Casas,420,4,4,5
1500000,69037010,Manaus,Ponta Negra,Oeste,Alameda Alemanha,Casas,245,3,2,4
3800000,69057002,Manaus,Adrianópolis,Centro-Sul,Avenida Mário Ypiranga - de 1087/1088 a 2275/2276,Casas,742,4,4,5
620000,69054000,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Dom João VI,Casas,150,3,2,4
300000,69044650,Manaus,Planalto,Centro-Oeste,Rua Elias Guedes da Silva,Casas,400,2,4,2
95000,69097760,Manaus,Cidade Nova,Norte,Avenida Itaberaba,Casas,55,3,2,1
560000,69055705,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Professor Samuel Benchimol,Apartamentos,82,2,2,2
249003,69040070,Manaus,Dom Pedro I,Centro-Oeste,Rua Bartolomeu B da Silva,Casas,122,3,2,1
160000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,88,2,2,3
180000,69017000,Manaus,Nova Cidade,Norte,Avenida Ruy Adriano de Araújo Jorge,Casas,90,2,2,3
360001,69058575,Manaus,Novo Aleixo,Norte,null,Casas,104,3,2,1
180000,69023003,Manaus,Tarumã-Açu,Oeste,Avenida Torquato Tapajós,Apartamentos,46,3,1,1
115000,69095000,Manaus,Cidade Nova,Norte,Avenida Noel Nutels - de 851/852 a 2399/2400,Casas,35,1,3,1
650000,69040901,Manaus,Dom Pedro I,Centro-Oeste,Avenida Pedro Teixeira,Apartamentos,101,3,2,3
902000,69041700,Manaus,Tarumã,Oeste,Rua Hilário Maldonado JR,Casas,170,3,5,3
180000,69086080,Manaus,São José Operário,Leste,Rua Ananás,Apartamentos,55,2,1,1
440000,69054700,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Tancredo Neves - de 1079/1080 a 1859/1860,Apartamentos,100,3,3,2
260004,69090000,Manaus,Cidade Nova,Norte,Avenida Noel Nutels - até 849/850,Casas,69,3,3,2
850000,69049063,Manaus,Da Paz,Centro-Oeste,null,Casas,202,3,3,4
800000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,132,3,3,4
160119,69058000,Manaus,Flores,Centro-Sul,Conjunto Anavilhanas,Casas,70,2,2,2
190002,69084000,Manaus,Zumbi dos Palmares,Leste,Rua Rio Badajós,Apartamentos,44,2,1,1
null,69023090,Manaus,Tarumã-Açu,Oeste,Travessa Currupião,Casas,null,2,1,1
180132,69098000,Manaus,Novo Aleixo,Norte,Rua Cariré,Casas,70,2,2,2
1200000,69040000,Manaus,Dom Pedro I,Centro-Oeste,Avenida Pedro Teixeira,Casas,588,5,5,5
296888,69037473,Manaus,Nova Esperança,Oeste,Avenida Coronel Teixeira,Apartamentos,55,3,null,2
null,69099000,Manaus,Novo Aleixo,Norte,Rua Itaeté,Apartamentos,null,2,null,2
300000,69038050,Manaus,Lírio do Vale,Oeste,Rua Cloritta,Casas,75,2,1,2
330000,69028200,Manaus,Flores,Centro-Sul,Rua Monte Mulanje - até 207/208,Casas,80,2,2,2
370000,69060700,Manaus,Aleixo,Centro-Sul,Rua Vicente Lauria,Apartamentos,76,3,1,2
450000,69049640,Manaus,Redenção,Centro-Oeste,Rua 1,Casas,250,4,4,3
280000,69082230,Manaus,Coroado,Leste,null,Apartamentos,55,2,1,1
490000,69054700,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Tancredo Neves - de 1079/1080 a 1859/1860,Apartamentos,80,3,2,2
2600000,69037107,Manaus,Ponta Negra,Oeste,Rua Thales Loureiro,Casas,335,4,4,5
130000,69036350,Manaus,Compensa,Oeste,Rua Evaristo da Veiga,Casas,104,2,null,1
850000,69055000,Manaus,Parque 10 de Novembro,Centro-Sul,Rua do Comércio,Apartamentos,119,3,2,5
150000,69029000,Manaus,Santo Antônio,Oeste,Rua Alexandre Dumas,Casas,null,4,null,1
348101,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,66,2,1,2
600020,69028010,Manaus,Flores,Centro-Sul,Rua Venezuela,Casas,120,3,2,2
220000,69085288,Manaus,São José Operário,Leste,Rua José Romão,Apartamentos,51,2,1,1
550000,69045090,Manaus,Planalto,Centro-Oeste,Rua Paris,Casas,200,3,4,2
60000,69030009,Manaus,Compensa,Oeste,null,Casas,40,1,0,1
6500000,69060020,Manaus,Aleixo,Centro-Sul,Avenida Ephigênio Salles,Casas,670,5,4,5
425000,69040000,Manaus,Dom Pedro I,Centro-Oeste,Avenida Pedro Teixeira,Apartamentos,64,2,1,2
800000,null,null,null,null,null,Casas,181,3,4,4
1300000,69054712,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Lindon Johnson,Apartamentos,300,3,4,5
1400000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,260,4,4,5
1100001,69040000,Manaus,Dom Pedro I,Centro-Oeste,Avenida Pedro Teixeira,Apartamentos,171,4,2,3
649999,null,null,null,null,null,Casas,140,3,2,2
0,69090640,Manaus,Cidade Nova,Norte,Rua Delmiro Leão,Casas,5,1,1,1
1350000,69037057,Manaus,Ponta Negra,Oeste,Alameda Alaska,Apartamentos,305,4,3,4
172855,69058830,Manaus,Flores,Centro-Sul,Avenida Torquato Tapajós,Apartamentos,41,2,1,1
50000,69088446,Manaus,Jorge Teixeira,Leste,Rua Anador,Casas,0,2,null,1
370000,69054650,Manaus,Parque 10 de Novembro,Centro-Sul,Rua dos Japoneses,Casas,90,3,2,2
2500000,69037107,Manaus,Ponta Negra,Oeste,Rua Thales Loureiro,Casas,380,4,null,5
387000,69020031,Manaus,Centro,Sul,null,Apartamentos,54,1,1,2
2880000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,464,4,5,5
265003,69090000,Manaus,Cidade Nova,Norte,Avenida Noel Nutels - até 849/850,Casas,86,3,2,2
620358,69054000,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Dom João VI,Casas,150,3,2,4
750000,69057010,Manaus,Adrianópolis,Centro-Sul,Rua Maceió,Apartamentos,130,3,2,5
2750000,69050001,Manaus,Chapada,Centro-Sul,Avenida Constantino Nery - de 2600/2601 a 4500/4501,Casas,400,3,2,5
1300000,69037061,Manaus,Ponta Negra,Oeste,Alameda Zaire,Apartamentos,169,3,3,4
1300000,69058448,Manaus,Flores,Centro-Sul,Rua Barão de Indaiá,Casas,215,1,3,4
330052,null,null,null,null,null,Apartamentos,76,3,3,2
600000,69037478,Manaus,Nova Esperança,Oeste,Avenida Jufari,Apartamentos,112,3,2,2
220162,69098000,Manaus,Novo Aleixo,Norte,Rua Cariré,Casas,70,2,2,2
850000,69040210,Manaus,Dom Pedro I,Centro-Oeste,Rua Washington Luíz,Casas,400,5,4,5
520000,69037067,Manaus,Ponta Negra,Oeste,Alameda Japão,Apartamentos,94,3,2,2
1300000,69057010,Manaus,Adrianópolis,Centro-Sul,Rua Maceió,Apartamentos,150,3,3,4
280000,69028360,Manaus,Flores,Centro-Sul,Rua São Judas Tadeu,Apartamentos,52,2,1,2
60000,69088490,Manaus,Jorge Teixeira,Leste,Travessa Manjericão,Casas,null,2,0,1
988030,69037061,Manaus,Ponta Negra,Oeste,Alameda Zaire,Apartamentos,146,3,2,3
1600000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,600,4,4,4
850000,69005000,Manaus,Centro,Sul,Rua Marechal Deodoro,Casas,200,5,null,3
50000,69095000,Manaus,Cidade Nova,Norte,Avenida Noel Nutels - de 851/852 a 2399/2400,Apartamentos,42,2,1,1
800052,69037005,Manaus,Ponta Negra,Oeste,Avenida do Turismo,Casas,190,3,4,5
170000,69023003,Manaus,Tarumã-Açu,Oeste,Avenida Torquato Tapajós,Apartamentos,49,3,1,1
300000,69054250,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Inês Mezzano (Cj Jd Primavera),Casas,350,4,3,3
1100000,69057002,Manaus,Adrianópolis,Centro-Sul,Avenida Mário Ypiranga - de 1087/1088 a 2275/2276,Apartamentos,132,3,2,5
200000,69045000,Manaus,Planalto,Centro-Oeste,Avenida Constantinopla,Casas,300,3,3,2
695000,69036800,Manaus,Santo Agostinho,Oeste,Condomínio Vila Verde,Casas,250,3,1,3
650010,69053971,Manaus,Nossa Senhora das Graças,Centro-Sul,Avenida João Valério,Casas,250,3,2,2
798000,69093415,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Casas,250,3,4,4
1990000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,179,3,4,5
190000,69098164,Manaus,Novo Aleixo,Norte,Rua Itaguacetuba,Casas,70,2,2,2
0,69017128,Manaus,Monte das Oliveiras,Norte,Rua Mangueiras,Casas,504,5,4,3
9500,69028200,Manaus,Flores,Centro-Sul,Rua Monte Mulanje - até 207/208,Apartamentos,42,2,1,2
730000,69050310,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Amauri Reis,Apartamentos,108,2,2,2
1300000,69083120,Manaus,Aleixo,Centro-Sul,Rua Nelson Batista de Sales,Casas,240,4,4,5
220000,69060040,Manaus,Aleixo,Centro-Sul,Rua Castro Alves,Apartamentos,61,2,1,2
1276800,69055021,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Maneca Marques,Apartamentos,140,3,2,3
950000,69055752,Manaus,Parque 10 de Novembro,Centro-Sul,Rua José Mariano,Apartamentos,444,5,4,5
190000,69045000,Manaus,Planalto,Centro-Oeste,Avenida Constantinopla,Apartamentos,70,2,1,1
600000,69020031,Manaus,Centro,Sul,Avenida Joaquim Nabuco - de 1511/1512 ao fim,Casas,17947,3,1,2
380000,69058120,Manaus,Flores,Centro-Sul,Avenida Tancredo Neves - de 861 a 1077 - lado ímpar,Apartamentos,120,3,2,2
300000,69077150,Manaus,Japiim,Sul,Rua Emile Zolá,Casas,null,3,null,null
230000,69028110,Manaus,Flores,Centro-Sul,Rua Estados Unidos,Casas,200,2,2,2
250000,69086270,Manaus,São José Operário,Leste,Rua 26,Casas,null,5,5,5
72,69095814,Manaus,Cidade Nova,Norte,Travessa Hidrolina,Casas,null,2,1,1
135000,69050000,Manaus,São Geraldo,Centro-Sul,Avenida Constantino Nery - de 1108/1109 a 2598/2599,Apartamentos,34,1,1,1
1731580,69033000,Manaus,São Jorge,Oeste,Avenida São Jorge - até 773/774,Apartamentos,235,4,4,5
900000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,160,3,4,4
1400000,69037225,Manaus,Ponta Negra,Oeste,Avenida José Augusto Loureiro,Casas,220,3,4,5
160000,69036000,Manaus,Compensa,Oeste,Rua Abraão Cardoso,Casas,null,4,3,null
180000,69018150,Manaus,Lago Azul,Norte,Avenida Comendador José Cruz,Apartamentos,60,3,1,2
187131,69098449,Manaus,Novo Aleixo,Norte,Rua Heisei,Apartamentos,50,3,1,1
400000,69099266,Manaus,Cidade de Deus,Norte,Rua Macatuba,Casas,250,2,5,2
270000,69041010,Manaus,Tarumã,Oeste,Avenida do Turismo,Casas,45,2,2,1
null,69009045,Manaus,Puraquequara,Leste,Rua Nova Esperança,Casas,null,2,1,2
760000,69053100,Manaus,Nossa Senhora das Graças,Centro-Sul,Rua Rio Iça,Apartamentos,132,3,2,3
1200000,69060020,Manaus,Aleixo,Centro-Sul,Avenida Ephigênio Salles,Apartamentos,155,3,3,4
220158,69098000,Manaus,Novo Aleixo,Norte,Rua Cariré,Casas,80,2,2,2
230000,69050110,Manaus,Chapada,Centro-Sul,Conjunto Tocantins,Apartamentos,60,2,1,1
570000,69058282,Manaus,Flores,Centro-Sul,Rua Barão dos Cocais,Apartamentos,90,3,2,2
275000,69098380,Manaus,Novo Aleixo,Norte,Rua Catalão,Apartamentos,65,2,1,2
630000,69093415,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Casas,null,3,2,3
159000,69085150,Manaus,São José Operário,Leste,Rua Otávio Freire,Casas,300,3,2,1
1800000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,428,3,5,5
110000,69027270,Manaus,São Raimundo,Oeste,Rua da Cachoeira,Apartamentos,48,2,5,1
1300000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,198,3,4,5
380000,69055180,Manaus,Parque 10 de Novembro,Centro-Sul,Rua dos Banibas,Apartamentos,78,3,1,2
280000,69093415,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Apartamentos,74,3,2,2
1850000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,800,4,5,5
40000,69088312,Manaus,Jorge Teixeira,Leste,Beco Paribaroba,Casas,null,2,null,1
780000,null,null,null,null,null,Casas,200,3,3,3
120000,69058780,Manaus,Flores,Centro-Sul,Rua Visconde de Santa Cruz,Casas,96,2,1,1
2365000,69029520,Manaus,Santo Antônio,Oeste,Rua Miroel Silveira,Apartamentos,215,4,3,5
400000,69058160,Manaus,Flores,Centro-Sul,Conjunto São Judas Tadeu,Casas,90,3,2,2
232790,69037005,Manaus,Ponta Negra,Oeste,Avenida do Turismo,Apartamentos,46,2,1,1
290000,69093000,Manaus,Colônia Santo Antônio,Norte,Avenida Francisco Queiroz - até 1429 - lado ímpar,Casas,81,2,2,3
430000,69057015,Manaus,Adrianópolis,Centro-Sul,Avenida Jornalista Umberto Calderaro Filho - até 99997/99998,Apartamentos,140,3,1,1
720000,69093415,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Casas,171,3,4,5
420000,69040000,Manaus,Dom Pedro I,Centro-Oeste,Avenida Pedro Teixeira,Apartamentos,115,3,2,3
200000,69054260,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Maroaga,Casas,350,3,3,3
255000,69058810,Manaus,Flores,Centro-Sul,Rua Visconde de Utinga,Casas,81,3,2,1
380003,null,null,null,null,null,Casas,101,3,3,2
248000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,48,2,1,1
700000,null,null,null,null,null,Casas,216,3,4,4
300000,69045000,Manaus,Planalto,Centro-Oeste,Avenida Constantinopla,Casas,90,3,2,2
380000,69021490,Manaus,Tarumã,Oeste,Travessa do Paulo,Casas,280,5,3,3
449000,null,null,null,null,null,Casas,149,2,3,3
1200000,69060020,Manaus,Aleixo,Centro-Sul,Avenida Ephigênio Salles,Apartamentos,155,3,3,5
110000,69088313,Manaus,Jorge Teixeira,Leste,null,Casas,null,4,2,1
350000,69078350,Manaus,Japiim,Sul,Rua João Bosco Fareco,Apartamentos,120,1,0,1
175000,69098025,Manaus,Novo Aleixo,Norte,Avenida Abraham Benzion,Casas,400,3,4,4
53000,69075745,Manaus,Mauazinho,Leste,Rua Capim Palma,Casas,0,2,2,1
450000,69058127,Manaus,Flores,Centro-Sul,Rua Diamantina,Apartamentos,105,3,3,2
14000,69006307,Manaus,Gilberto Mestrinho,Leste,Rua Abraão,Casas,null,1,null,null
2300000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,300,4,4,5
800000,69058833,Manaus,Flores,Centro-Sul,Rua Dom Jackson D. Rodrigues,Apartamentos,131,3,3,5
400000,69058561,Manaus,Novo Aleixo,Norte,Rua Agildo Barata,Casas,200,3,2,3
500000,69020160,Manaus,Centro,Sul,Rua Afonso Pena,Apartamentos,79,3,2,2
40000,69097581,Manaus,Nova Cidade,Norte,Rua Fiji,Casas,12,1,0,1
620145,69054000,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Dom João VI,Casas,150,3,2,4
320000,69028390,Manaus,Flores,Centro-Sul,Rua Uirapuru,Casas,90,3,2,1
40000,69018610,Manaus,Lago Azul,Norte,Rua Jaspe Dourado (Res V Melhor),Apartamentos,null,2,null,1
280000,69093018,Manaus,Colônia Santo Antônio,Norte,Avenida Torquato Tapajós,Casas,81,2,1,2
199000,69060770,Manaus,Aleixo,Centro-Sul,Conjunto Sol Nascente,Apartamentos,91,2,1,2
350000,69028275,Manaus,Flores,Centro-Sul,Rua Ferreira Dias,Casas,95,2,2,2
350002,69097000,Manaus,Cidade Nova,Norte,Rua Padre João Ribeiro,Casas,90,3,2,2
480000,69044600,Manaus,Planalto,Centro-Oeste,Rua Bizâncio,Casas,49,2,2,2
1420000,69055742,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Luis de Castro,Apartamentos,162,3,2,4
540000,69053130,Manaus,Nossa Senhora das Graças,Centro-Sul,Rua Acre,Apartamentos,70,2,2,2
164855,69058830,Manaus,Flores,Centro-Sul,Avenida Torquato Tapajós,Apartamentos,42,2,1,1
370000,69054700,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Tancredo Neves - de 1079/1080 a 1859/1860,Casas,100,3,2,1
500000,69054639,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Hilda Seixas,Casas,85,3,2,2
135000,69023022,Manaus,Tarumã-Açu,Oeste,Rua dos Tigres,Apartamentos,42,2,1,1
1700000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,1008,4,5,5
620057,69054000,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Dom João VI,Casas,150,3,2,4
150000,69058830,Manaus,Flores,Centro-Sul,Avenida Torquato Tapajós,Apartamentos,65,2,1,1
350071,69097000,Manaus,Cidade Nova,Norte,Rua Padre João Ribeiro,Casas,90,3,2,2
300000,69027731,Manaus,Glória,Oeste,Rua Vitória,Casas,194,5,1,5
370000,69054650,Manaus,Parque 10 de Novembro,Centro-Sul,null,Casas,105,3,3,2
160254,69058000,Manaus,Flores,Centro-Sul,Conjunto Anavilhanas,Casas,80,2,2,2
40000,69059529,Manaus,Santa Etelvina,Norte,Rua Dona Bernardete Alexandre,Apartamentos,42,2,1,1
25000,69075215,Manaus,Distrito Industrial I,Sul,Rua Palmeira do Miriti,Casas,null,1,0,1
550000,69037005,Manaus,Ponta Negra,Oeste,Avenida do Turismo,Casas,256,2,2,2
260000,69095791,Manaus,Nova Cidade,Norte,Travessa Hilda Cunha,Casas,null,3,3,4
850000,69055021,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Maneca Marques,Apartamentos,155,3,3,1
205000,69050630,Manaus,Chapada,Centro-Sul,Conjunto dos Jornalistas,Apartamentos,50,2,1,1
480000,69057240,Manaus,Nossa Senhora das Graças,Centro-Sul,Rua Vila Amazonas,Apartamentos,113,3,1,3
250000,69067580,Manaus,Petrópolis,Sul,Rua Rio Tocantins,Casas,250,4,1,2
120000,69097125,Manaus,Cidade Nova,Norte,null,Casas,130,3,2,3
480000,69054732,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Adrino Gama,Casas,300,4,2,3
60000,69035230,Manaus,Compensa,Oeste,Rua Ribeiro Couto,Casas,75,2,0,1
140000,69023097,Manaus,Tarumã-Açu,Oeste,Rua Mutum do Norte,Apartamentos,49,3,1,1
3300000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,400,4,4,1
298400,69054641,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Dom Diogo de Souza,Casas,80,2,2,2
130000,69079060,Manaus,São Francisco,Sul,Rua Sátiro Dias,Casas,null,3,null,null
780000,69053100,Manaus,Nossa Senhora das Graças,Centro-Sul,Rua Rio Iça,Apartamentos,132,3,2,4
550000,69053560,Manaus,Nossa Senhora das Graças,Centro-Sul,Rua Rio Jamari,Apartamentos,65,3,2,2
95000,69080250,Manaus,Coroado,Leste,Beco Sabiá,Casas,null,3,0,2
1250000,69057002,Manaus,Adrianópolis,Centro-Sul,Avenida Mário Ypiranga - de 1087/1088 a 2275/2276,Apartamentos,132,3,2,3
169000,69021390,Manaus,Tarumã,Oeste,Rua Bergamoteira,Casas,null,4,3,4
299000,69044200,Manaus,Planalto,Centro-Oeste,Rua Joaquim da Mota (Cj Belvedere),Casas,155,5,2,4
270000,69058030,Manaus,Flores,Centro-Sul,Avenida Professor Nilton Lins,Apartamentos,60,2,1,1
189000,69048000,Manaus,Da Paz,Centro-Oeste,Rua Wagner,Apartamentos,42,2,1,1
300000,69043720,Manaus,Alvorada,Centro-Oeste,Rua Ovídio Gomes Monteiro (Alvorada I),Apartamentos,59,2,1,2
290000,null,null,null,null,null,Apartamentos,94,3,2,2
2300000,69057070,Manaus,Adrianópolis,Centro-Sul,Rua Teresina,Apartamentos,260,4,3,5
320000,69028214,Manaus,Flores,Centro-Sul,Rua Acajá,Casas,350,4,4,5
1150000,69058581,Manaus,Flores,Centro-Sul,Rua Barão do Rio Branco,Casas,313,4,4,3
580000,69055480,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Claúdio Coutinho,Casas,200,5,2,5
1350000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,null,0,null,null
700000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,160,3,4,3
580010,69015756,Manaus,Colônia Terra Nova,Norte,Rua 11 (Cj V Melhor IV),Casas,175,3,2,3
105000,69041360,Manaus,Tarumã,Oeste,Travessa Canoa Quebrada,Apartamentos,42,2,1,1
150000,69038270,Manaus,Lírio do Vale,Oeste,Avenida Vera Cruz,Casas,350,3,3,3
670000,69037473,Manaus,Nova Esperança,Oeste,Avenida Coronel Teixeira,Apartamentos,112,3,1,2
250000,69048000,Manaus,Da Paz,Centro-Oeste,Rua Wagner,Casas,300,2,5,2
600000,69095080,Manaus,Cidade Nova,Norte,Rua François Fresnau,Casas,300,4,null,4
430000,69025010,Manaus,Centro,Sul,Rua Ferreira Pena - de 671/672 ao fim,Apartamentos,152,2,2,2
149900,69088240,Manaus,Jorge Teixeira,Leste,Avenida Itaúba,Casas,80,3,1,2
150000,69023022,Manaus,Tarumã-Açu,Oeste,Rua dos Tigres,Apartamentos,50,3,1,2
1400000,69058204,Manaus,Flores,Centro-Sul,Rua Marquês do Maranhão,Casas,190,3,3,4
56000,69047720,Manaus,Redenção,Centro-Oeste,Rua Guianésia,Casas,null,2,2,1
1200000,69037005,Manaus,Ponta Negra,Oeste,Avenida do Turismo,Casas,168,3,4,4
1650000,69040130,Manaus,Dom Pedro I,Centro-Oeste,Rua Senador Filinto Miller,Casas,501,4,null,4
1300000,69060081,Manaus,Aleixo,Centro-Sul,Avenida José de Arimatéia,Casas,800,4,3,5
244000,69038250,Manaus,Lírio do Vale,Oeste,Rua Pindaí,Casas,81,3,2,1
270000,69058030,Manaus,Flores,Centro-Sul,Avenida Professor Nilton Lins,Apartamentos,65,2,1,2
